==13758== Memcheck, a memory error detector
==13758== Copyright (C) 2002-2009, and GNU GPL'd, by Julian Seward et al.
==13758== Using Valgrind-3.6.0.SVN-Debian and LibVEX; rerun with -h for copyright info
==13758== Command: ../cs378-collatz/RunCollatz.c++.app
712500 713499 411
713500 714499 380
714500 715499 305
715500 716499 380
716500 717499 349
717500 718499 349
718500 719499 318
719500 720499 349
720500 721499 420
721500 722499 411
722500 723499 380
723500 724499 274
724500 725499 362
725500 726499 318
726500 727499 349
727500 728499 318
728500 729499 362
729500 730499 380
730500 731499 389
731500 732499 380
732500 733499 318
733500 734499 349
734500 735499 380
735500 736499 424
736500 737499 380
737500 738499 349
738500 739499 424
739500 740499 393
740500 741499 362
741500 742499 349
742500 743499 318
743500 744499 318
744500 745499 300
745500 746499 349
746500 747499 349
747500 748499 362
748500 749499 393
749500 750499 362
750500 751499 331
751500 752499 318
752500 753499 424
753500 754499 331
754500 755499 362
755500 756499 362
756500 757499 349
757500 758499 362
758500 759499 362
759500 760499 380
760500 761499 331
761500 762499 362
762500 763499 375
763500 764499 300
764500 765499 362
765500 766499 331
766500 767499 318
767500 768499 468
768500 769499 393
769500 770499 402
770500 771499 349
771500 772499 362
772500 773499 393
773500 774499 331
774500 775499 437
775500 776499 331
776500 777499 393
777500 778499 437
778500 779499 331
779500 780499 362
780500 781499 331
781500 782499 362
782500 783499 331
783500 784499 331
784500 785499 313
785500 786499 375
786500 787499 362
787500 788499 406
788500 789499 406
789500 790499 331
790500 791499 375
791500 792499 331
792500 793499 437
793500 794499 331
794500 795499 331
795500 796499 468
796500 797499 375
797500 798499 344
798500 799499 375
799500 800499 375
800500 801499 393
801500 802499 406
802500 803499 300
803500 804499 331
804500 805499 331
805500 806499 375
806500 807499 406
807500 808499 331
808500 809499 313
809500 810499 406
810500 811499 415
811500 812499 362
812500 813499 375
813500 814499 344
814500 815499 357
815500 816499 344
816500 817499 344
817500 818499 344
818500 819499 450
819500 820499 450
820500 821499 313
821500 822499 375
822500 823499 331
823500 824499 375
824500 825499 313
825500 826499 344
826500 827499 375
827500 828499 419
828500 829499 375
829500 830499 375
830500 831499 419
831500 832499 357
832500 833499 388
833500 834499 357
834500 835499 344
835500 836499 313
836500 837499 344
837500 838499 525
838500 839499 344
839500 840499 388
840500 841499 344
841500 842499 313
842500 843499 388
843500 844499 357
844500 845499 401
845500 846499 313
846500 847499 419
847500 848499 326
848500 849499 313
849500 850499 357
850500 851499 357
851500 852499 344
852500 853499 357
853500 854499 428
854500 855499 300
855500 856499 388
856500 857499 375
857500 858499 282
858500 859499 370
859500 860499 357
860500 861499 326
861500 862499 326
862500 863499 326
863500 864499 344
864500 865499 388
865500 866499 397
866500 867499 344
867500 868499 339
868500 869499 388
869500 870499 357
870500 871499 295
871500 872499 432
872500 873499 326
873500 874499 388
874500 875499 357
875500 876499 432
876500 877499 401
877500 878499 357
878500 879499 326
879500 880499 357
880500 881499 295
881500 882499 326
882500 883499 313
883500 884499 370
884500 885499 370
885500 886499 357
886500 887499 401
887500 888499 401
888500 889499 370
889500 890499 370
890500 891499 326
891500 892499 326
892500 893499 326
893500 894499 295
894500 895499 370
895500 896499 339
896500 897499 370
897500 898499 339
898500 899499 370
899500 900499 370
900500 901499 401
901500 902499 401
902500 903499 383
903500 904499 295
904500 905499 383
905500 906499 417
906500 907499 339
907500 908499 370
908500 909499 339
909500 910499 476
910500 911499 339
911500 912499 410
912500 913499 401
913500 914499 357
914500 915499 370
915500 916499 339
916500 917499 393
917500 918499 339
918500 919499 339
919500 920499 432
920500 921499 339
921500 922499 277
922500 923499 445
923500 924499 370
924500 925499 364
925500 926499 339
926500 927499 476
927500 928499 383
928500 929499 339
929500 930499 339
930500 931499 370
931500 932499 308
932500 933499 370
933500 934499 414
934500 935499 414
935500 936499 321
936500 937499 383
937500 938499 445
938500 939499 372
939500 940499 383
940500 941499 339
941500 942499 308
942500 943499 339
943500 944499 383
944500 945499 352
945500 946499 352
946500 947499 383
947500 948499 383
948500 949499 326
949500 950499 352
950500 951499 414
951500 952499 414
952500 953499 414
953500 954499 308
954500 955499 383
955500 956499 352
956500 957499 352
957500 958499 339
958500 959499 321
959500 960499 352
960500 961499 423
961500 962499 370
962500 963499 414
963500 964499 383
964500 965499 277
965500 966499 365
966500 967499 308
967500 968499 321
968500 969499 352
969500 970499 321
970500 971499 458
971500 972499 339
972500 973499 321
973500 974499 392
974500 975499 391
975500 976499 383
976500 977499 334
977500 978499 383
978500 979499 352
979500 980499 334
980500 981499 427
981500 982499 321
982500 983499 383
983500 984499 383
984500 985499 427
985500 986499 365
986500 987499 396
987500 988499 352
988500 989499 321
989500 990499 352
990500 991499 321
991500 992499 321
992500 993499 352
993500 994499 365
994500 995499 290
995500 996499 365
996500 997499 352
997500 998499 321
998500 999499 396
999500 999999 290
6045 6046 94
173720 173721 210
356532 356533 74
646563 646564 217
742355 742356 212
926092 926093 127
529384 529385 258
348266 348267 167
562156 562157 134
698567 698568 199
62053 62063 180
439945 439955 219
423838 423848 250
410876 410886 312
584219 584229 160
904764 904774 140
234809 234819 182
664771 664781 116
409540 409550 175
177641 177651 210
646873 646973 217
276811 276911 177
27113 27213 259
79873 79973 245
788534 788634 300
287879 287979 252
410379 410479 312
550542 550642 346
267388 267488 239
972202 972302 246
304423 305423 309
596118 597118 372
934719 935719 414
662327 663327 292
837640 838640 525
929038 930038 339
748209 749209 274
488437 489437 351
380445 381445 299
247060 248060 350
270859 280859 389
451587 461587 444
174328 184328 365
518299 528299 439
171955 181955 365
411794 421794 387
161772 171772 352
132874 142874 375
137453 147453 375
226768 236768 443
221059 321059 443
683154 783154 468
104912 204912 383
436624 536624 470
271466 371466 441
575924 675924 447
848156 948156 476
759879 859879 525
601654 701654 447
797458 897458 525
==13758== 
==13758== HEAP SUMMARY:
==13758==     in use at exit: 122,880 bytes in 6 blocks
==13758==   total heap usage: 6 allocs, 0 frees, 122,880 bytes allocated
==13758== 
==13758== LEAK SUMMARY:
==13758==    definitely lost: 0 bytes in 0 blocks
==13758==    indirectly lost: 0 bytes in 0 blocks
==13758==      possibly lost: 0 bytes in 0 blocks
==13758==    still reachable: 122,880 bytes in 6 blocks
==13758==         suppressed: 0 bytes in 0 blocks
==13758== Rerun with --leak-check=full to see details of leaked memory
==13758== 
==13758== For counts of detected and suppressed errors, rerun with: -v
==13758== ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 18 from 7)
